movieId,title,genres,ratingCount,rating
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,237,4.006329113924051
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,121,4.0
1732,"Big Lebowski, The (1998)",Comedy|Crime,120,3.995833333333333
1214,Alien (1979),Horror|Sci-Fi,127,3.9881889763779528
1968,"Breakfast Club, The (1985)",Comedy|Drama,117,3.982905982905983
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,121,3.9669421487603307
1961,Rain Man (1988),Drama,119,3.966386554621849
3578,Gladiator (2000),Action|Adventure|Drama,161,3.9658385093167703
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,158,3.9588607594936707
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,117,3.9572649572649574
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,126,3.9563492063492065
457,"Fugitive, The (1993)",Thriller,213,3.9530516431924885
4995,"Beautiful Mind, A (2001)",Drama|Romance,114,3.9517543859649122
110,Braveheart (1995),Action|Drama|War,228,3.9451754385964914
2028,Saving Private Ryan (1998),Action|Drama|War,191,3.945026178010471
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,125,3.924
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,196,3.923469387755102
150,Apollo 13 (1995),Adventure|Drama|IMAX,200,3.9025
1682,"Truman Show, The (1998)",Comedy|Drama|Sci-Fi,137,3.886861313868613
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,123,3.886178861788618
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,130,3.8846153846153846
4963,Ocean's Eleven (2001),Crime|Thriller,130,3.8807692307692307
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,247,3.8724696356275303
1036,Die Hard (1988),Action|Crime|Thriller,151,3.8642384105960264
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,126,3.861111111111111
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,114,3.8552631578947367
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,141,3.854609929078014
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,174,3.8477011494252875
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,125,3.844
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,165,3.8393939393939394
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,122,3.80327868852459
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,115,3.7869565217391306
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,200,3.7775
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,160,3.76875
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,147,3.761904761904762
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,148,3.7533783783783785
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,176,3.75
733,"Rock, The (1996)",Action|Adventure|Thriller,135,3.737037037037037
590,Dances with Wolves (1990),Adventure|Drama|Western,202,3.717821782178218
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,274,3.7062043795620436
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,115,3.6869565217391305
357,Four Weddings and a Funeral (1994),Comedy|Romance,122,3.6844262295081966
1527,"Fifth Element, The (1997)",Action|Adventure|Comedy|Sci-Fi,118,3.6779661016949152
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,215,3.6744186046511627
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,190,3.663157894736842
34,Babe (1995),Children|Drama,148,3.6013513513513513
377,Speed (1994),Action|Romance|Thriller,180,3.566666666666667
3793,X-Men (2000),Action|Adventure|Sci-Fi,127,3.559055118110236
1923,There's Something About Mary (1998),Comedy|Romance,123,3.5528455284552845
39,Clueless (1995),Comedy|Romance,120,3.55
648,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,168,3.5327380952380953
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,134,3.5223880597014925
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,198,3.515151515151515
780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,218,3.4839449541284404
500,Mrs. Doubtfire (1993),Comedy|Drama,153,3.4673202614379086
10,GoldenEye (1995),Action|Adventure|Thriller,122,3.4508196721311477
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,142,3.443661971830986
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,125,3.428
592,Batman (1989),Action|Crime|Thriller,196,3.3979591836734695
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,125,3.396
316,Stargate (1994),Action|Adventure|Sci-Fi,145,3.3689655172413793
597,Pretty Woman (1990),Comedy|Romance,147,3.360544217687075
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,114,3.3508771929824563
1721,Titanic (1997),Drama|Romance,164,3.332317073170732
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,126,3.3253968253968256
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,112,3.2723214285714284
736,Twister (1996),Action|Adventure|Romance|Thriller,150,3.25
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,138,3.199275362318841
586,Home Alone (1990),Children|Comedy,129,3.112403100775194
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,158,3.1107594936708862
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,157,3.070063694267516
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,113,3.0442477876106193
344,Ace Ventura: Pet Detective (1994),Comedy,175,2.8714285714285714
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,129,2.7829457364341086
208,Waterworld (1995),Action|Adventure|Sci-Fi,113,2.752212389380531
